name,dipole_moment,hyd_moment,net_charge,pro_pI_3D
SAD6304_P02_C12.L  SAD6304_P02_C12.H,591.16467,500.77585,2.4807758,8.3823242
SAD6303_P03_H02.L  SAD6303_P03_H02.H,541.82507,300.99161,1.2697864,8.0014648
SAD6302_P04_G01.L  SAD6302_P04_G01.H,511.63187,626.8183,7.9515696,9.2172852
SAD6303_P03_B09.L  SAD6303_P03_B09.H,327.17313,396.61273,3.332875,8.4116211
SAD6303_P03_D12.L  SAD6303_P03_D12.H,582.02856,762.3045,-5.5423226,4.7543945
SAD6303_P04_B02.L  SAD6303_P04_B02.H,174.28226,169.98987,-4.344739,4.9194336
SAD6304_P04_A06.L  SAD6304_P04_A06.H,405.75674,791.34149,-0.67619342,7.0639648
SAD6302_P03_F07.L  SAD6302_P03_F07.H,385.61203,126.50311,2.9230359,8.8803711
ADI-14447.VL  ADI-14447.VH,406.40704,489.85605,4.7230034,8.5141602
ADI-14460.VL  ADI-14460.VH,289.36224,560.28369,-0.98431605,6.7124023
ADI-14487.VL  ADI-14487.VH,519.86658,181.27065,0.44763321,7.5913086
ADI-14485.VL  ADI-14485.VH,148.13057,302.25571,-0.15173975,6.6831055
ADI-14483.VL  ADI-14483.VH,503.48718,416.10416,6.399374,9.4077148
ADI-14501.VL  ADI-14501.VH,362.23132,185.71336,2.6847148,8.5141602
ADI-14499.VL  ADI-14499.VH,110.10615,301.65439,2.9763372,8.206543
ADI-14506.VL  ADI-14506.VH,461.61319,430.48035,2.9041831,8.3676758
ADI-14532.VL  ADI-14532.VH,487.78323,562.76422,-5.4284024,4.3735352
ADI-14516.VL  ADI-14516.VH,448.18307,396.87045,3.4294753,7.6791992
ADI-14544.VL  ADI-14544.VH,132.98479,238.39754,-1.6848128,6.5219727
ADI-14562.VL  ADI-14562.VH,396.3703,608.34491,-0.28421456,7.3569336
ADI-15576.VL  ADI-15576.VH,538.67096,674.74286,6.3121181,9.0415039
ADI-15603.VL  ADI-15603.VH,466.49796,456.70093,2.7262228,8.2797852
ADI-15610.VL  ADI-15610.VH,513.28204,423.57849,2.5871878,8.3676758
ADI-15621.VL  ADI-15621.VH,422.62491,369.91721,-2.6989148,6.3286133
ADI-15628.VL  ADI-15628.VH,375.80185,537.18732,-1.2831525,6.4555664
ADI-15631.VL  ADI-15631.VH,387.67355,371.51407,3.2438602,8.440918
ADI-15636.VL  ADI-15636.VH,304.32635,432.76767,1.7920953,8.074707
ADI-15638.VL  ADI-15638.VH,569.51111,678.49634,3.0341837,8.3676758
ADI-15641.VL  ADI-15641.VH,449.57797,523.24756,0.14712335,6.4555664
ADI-15652.VL  ADI-15652.VH,272.01163,534.88525,-3.1338813,5.1352539
ADI-15665.VL  ADI-15665.VH,620.03284,109.11697,2.9374371,8.3383789
ADI-15565.VL  ADI-15565.VH,569.85657,708.20514,-2.7245102,5.4145508
ADI-15571.VL  ADI-15571.VH,209.70293,419.26407,4.1533642,9.3637695
ADI-15569.VL  ADI-15569.VH,387.58432,200.93614,0.030677509,7.6791992
ADI-15573.VL  ADI-15573.VH,298.85931,507.49081,5.715641,8.9389648
ADI-18959.VL  ADI-18959.VH,221.69446,248.67078,-0.98170894,6.5219727
ADI-18880.VL  ADI-18880.VH,401.19803,289.27173,5.2784667,8.7045898
ADI-18883.VL  ADI-18883.VH,353.05838,761.41589,3.6143374,8.7338867
ADI-18900.VL  ADI-18900.VH,322.18781,106.52079,-1.1539679,7.4448242
ADI-18889.VL  ADI-18889.VH,595.70447,265.23917,4.7907243,9.0708008
ADI-18904.VL  ADI-18904.VH,276.84683,257.25894,2.5040135,8.0454102
ADI-18920.VL  ADI-18920.VH,143.15825,662.89294,-4.4408631,5.2241211
ADI-18939.VL  ADI-18939.VH,454.6687,338.99759,3.4932699,8.3383789
ADI-18948.VL  ADI-18948.VH,412.23468,224.89391,0.046291579,7.5180664
ADI-15736.VL  ADI-15736.VH,611.32294,269.96909,3.0059607,8.675293
ADI-15753.VL  ADI-15753.VH,465.56699,363.9082,-0.30258176,6.6245117
ADI-15735.VL  ADI-15735.VH,304.43878,417.70914,3.10548,8.5141602
ADI-15759.VL  ADI-15759.VH,496.83344,278.26193,4.5525265,8.6899414
ADI-15760.VL  ADI-15760.VH,454.32831,669.60553,4.4723358,8.8803711
ADI-15763.VL  ADI-15763.VH,442.75482,294.84967,5.406219,9.3491211
ADI-15769.VL  ADI-15769.VH,571.10657,168.63475,1.8982642,8.0014648
ADI-15778.VL  ADI-15778.VH,430.08813,420.54373,-4.3717771,4.487793
ADI-15803.VL  ADI-15803.VH,484.34741,133.93607,3.5015423,8.1625977
ADI-15814.VL  ADI-15814.VH,516.69659,651.06226,3.995713,9.0561523
ADI-15958.VL  ADI-15958.VH,446.40604,477.79776,4.5999846,8.6606445
ADI-15960.VL  ADI-15960.VH,575.45294,279.5657,5.013783,9.1879883
ADI-15962.VL  ADI-15962.VH,265.32684,312.24939,1.2896681,7.7670898
ADI-15964.VL  ADI-15964.VH,243.67358,34.753521,2.9791248,8.440918
ADI-16001.VL  ADI-16001.VH,471.1026,572.56531,2.1411076,7.9428711
ADI-15830.VL  ADI-15830.VH,477.78589,314.52905,1.9359779,8.0161133
ADI-15835.VL  ADI-15835.VH,414.2883,326.32916,3.7399733,8.7631836
ADI-15900.VL  ADI-15900.VH,411.00232,399.3107,0.46032879,8.0014648
ADI-15903.VL  ADI-15903.VH,462.89807,405.31955,2.0574493,8.1479492
ADI-16030.VL  ADI-16030.VH,459.93781,369.97855,4.5229778,9.0268555
ADI-16042.VL  ADI-16042.VH,532.30737,477.54935,2.3086917,8.2797852
ADI-16059.VL  ADI-16059.VH,383.64969,519.73639,2.7515843,8.1186523
ADI-24273.VL  ADI-24273.VH,551.3302,350.60394,4.0419636,8.6459961
ADI-24292.VL  ADI-24292.VH,524.73016,319.19528,3.5228167,8.2358398
ADI-24264.VL  ADI-24264.VH,414.19141,646.75891,2.8775294,8.2358398
ADI-24361.VL  ADI-24361.VH,397.0719,409.38727,3.2595582,7.7231445
ADI-24348.VL  ADI-24348.VH,332.70822,393.62527,2.2754159,8.3969727
ADI-24336.VL  ADI-24336.VH,544.28571,403.58875,3.0643816,8.6166992
ADI-24306.VL  ADI-24306.VH,440.05194,308.78503,1.9518088,7.972168
ADI-24376.VL  ADI-24376.VH,350.08636,231.4221,0.9379037,7.737793
ADI-24360.VL  ADI-24360.VH,353.01913,219.84306,2.3409615,8.1186523
ADI-24326.VL  ADI-24326.VH,171.72147,100.13849,-0.5446946,6.8442383
ADI-24346.VL  ADI-24346.VH,455.97989,307.4603,-5.7614951,4.5385742
ADI-45471.VL  ADI-45471.VH,719.79767,517.1626,-2.4482832,5.503418
ADI-45479.VL  ADI-45479.VH,379.50735,98.370956,2.5221646,7.8110352
ADI-47104.VL  ADI-47104.VH,571.00745,614.58612,0.52712291,7.5766602
ADI-45460.VL  ADI-45460.VH,453.43237,392.6778,0.10603253,7.371582
ADI-46698.VL  ADI-46698.VH,337.21396,386.18036,1.839342,8.074707
ADI-45388.VL  ADI-45388.VH,643.34955,375.66739,0.51317316,7.8989258
ADI-45455.VL  ADI-45455.VH,344.63129,108.826,-1.1596786,5.9223633
ADI-46694.VL  ADI-46694.VH,340.5965,333.82843,3.9964871,8.8510742
ADI-45466.VL  ADI-45466.VH,286.18945,263.68579,5.696763,9.1879883
ADI-45458.VL  ADI-45458.VH,362.9856,174.89827,3.5579972,8.1040039
ADI-46682.VL  ADI-46682.VH,464.8165,361.8215,1.9227215,7.9282227
ADI-45442.VL  ADI-45442.VH,577.44006,370.15546,3.0436695,8.6899414
ADI-46675.VL  ADI-46675.VH,699.13397,523.26471,5.2942553,9.012207
ADI-46679.VL  ADI-46679.VH,477.91895,543.52942,-0.36170405,7.8256836
ADI-45371.VL  ADI-45371.VH,642.49713,483.5498,4.4844866,8.9536133
ADI-14457.VL  ADI-14457.VH,499.75333,201.45126,5.5368338,9.2026367
ADI-14442.VL  ADI-14442.VH,364.02884,297.55713,4.6793609,8.777832
ADI-14450.VL  ADI-14450.VH,559.94281,532.62567,-0.28803271,7.1958008
ADI-14441.VL  ADI-14441.VH,407.33661,268.11453,-2.2455797,5.0083008
ADI-14463.VL  ADI-14463.VH,378.74762,126.33679,3.254637,8.0454102
ADI-14464.VL  ADI-14464.VH,312.5545,338.02924,3.0456035,8.5288086
ADI-14459.VL  ADI-14459.VH,246.98828,673.08545,-0.16267331,7.1225586
ADI-14462.VL  ADI-14462.VH,217.73845,608.53467,5.024673,8.9829102
ADI-14484.VL  ADI-14484.VH,482.37213,185.13156,5.5474973,9.0268555
ADI-14473.VL  ADI-14473.VH,461.02457,450.86752,-0.014403043,6.9467773
ADI-14505.VL  ADI-14505.VH,364.62598,270.01117,1.3154757,7.6938477
ADI-14500.VL  ADI-14500.VH,326.40088,605.46869,-2.2993717,5.4526367
ADI-14509.VL  ADI-14509.VH,424.07025,352.91153,3.1856866,8.0161133
ADI-14504.VL  ADI-14504.VH,601.04584,455.37012,2.1799183,8.0893555
ADI-14478.VL  ADI-14478.VH,303.71353,458.23123,-0.56774765,6.5073242
ADI-14518.VL  ADI-14518.VH,299.7005,341.2366,2.9186056,8.0307617
ADI-14524.VL  ADI-14524.VH,596.75464,180.65477,-0.15151538,6.4555664
ADI-14545.VL  ADI-14545.VH,472.74789,294.17276,3.0061374,8.5727539
ADI-14550.VL  ADI-14550.VH,736.96814,490.20337,4.663661,8.7338867
ADI-15590.VL  ADI-15590.VH,335.52573,547.56305,-1.0444016,5.6049805
ADI-15591.VL  ADI-15591.VH,473.70572,625.53339,-1.4952203,6.1254883
ADI-15615.VL  ADI-15615.VH,527.86108,517.69244,-0.51239884,6.7270508
ADI-15619.VL  ADI-15619.VH,410.077,746.80487,-2.6571367,5.4399414
ADI-15622.VL  ADI-15622.VH,418.30734,265.19897,2.0825856,7.6206055
ADI-15629.VL  ADI-15629.VH,260.634,364.45007,1.4286001,8.1625977
ADI-15653.VL  ADI-15653.VH,231.04492,439.44373,6.4645257,9.1293945
ADI-15555.VL  ADI-15555.VH,399.99619,676.37115,5.6049957,8.9682617
ADI-18897.VL  ADI-18897.VH,390.54578,638.10535,-3.6526513,5.9985352
ADI-18876.VL  ADI-18876.VH,485.60403,346.28735,-2.3352535,5.3637695
ADI-18893.VL  ADI-18893.VH,403.70581,345.43939,0.33823442,7.269043
ADI-18877.VL  ADI-18877.VH,447.22101,316.1048,6.1468453,9.1586914
ADI-18925.VL  ADI-18925.VH,511.91968,208.33992,2.7969809,8.7338867
ADI-18921.VL  ADI-18921.VH,403.15781,211.6904,-1.3089207,5.871582
ADI-18910.VL  ADI-18910.VH,167.8147,443.45709,-1.4611828,5.8461914
ADI-18912.VL  ADI-18912.VH,533.69855,466.68661,1.2963428,7.7963867
ADI-18931.VL  ADI-18931.VH,463.54996,175.40761,3.8990901,8.4116211
ADI-18935.VL  ADI-18935.VH,216.28862,364.85193,5.6378531,8.9975586
ADI-18949.VL  ADI-18949.VH,419.51041,466.79419,6.1167583,9.378418
ADI-18952.VL  ADI-18952.VH,511.86325,367.54828,5.468153,8.777832
ADI-19004.VL  ADI-19004.VH,301.05487,438.56973,2.7920563,7.8842773
ADI-19017.VL  ADI-19017.VH,377.76187,260.15158,-2.6333902,4.9321289
ADI-19005.VL  ADI-19005.VH,259.25464,248.81415,4.4502082,9.0708008
ADI-19010.VL  ADI-19010.VH,402.96118,479.73895,-1.3635895,5.7192383
ADI-18992.VL  ADI-18992.VH,313.51672,237.79684,3.1224775,8.0161133
ADI-18966.VL  ADI-18966.VH,647.21063,508.36981,6.5661974,8.9243164
ADI-18968.VL  ADI-18968.VH,392.50732,197.34904,-0.2423757,6.315918
ADI-18998.VL  ADI-18998.VH,490.33633,387.74677,-7.5537839,4.6020508
ADI-19001.VL  ADI-19001.VH,672.349,604.69336,2.9071269,7.9428711
ADI-15744.VL  ADI-15744.VH,203.89142,563.71478,4.2005043,8.2358398
ADI-15750.VL  ADI-15750.VH,631.37091,382.1503,3.1560926,8.309082
ADI-15967.VL  ADI-15967.VH,311.14542,507.26624,4.1681924,8.6899414
ADI-15986.VL  ADI-15986.VH,455.63232,499.08957,2.1319387,7.7817383
ADI-15936.VL  ADI-15936.VH,461.10593,439.46097,6.2841854,9.5541992
ADI-15942.VL  ADI-15942.VH,499.9613,431.19797,-0.35372353,7.4887695
ADI-15947.VL  ADI-15947.VH,718.56305,559.79828,5.2663593,8.8217773
ADI-15828.VL  ADI-15828.VH,386.66644,395.06638,0.096678577,7.605957
ADI-15850.VL  ADI-15850.VH,757.22357,415.35571,0.089062907,7.5180664
ADI-15853.VL  ADI-15853.VH,546.8385,450.73236,-0.42924505,6.5073242
ADI-15861.VL  ADI-15861.VH,455.66531,519.2547,3.6794884,8.675293
ADI-15898.VL  ADI-15898.VH,322.67178,358.89029,4.625669,8.6459961
ADI-16044.VL  ADI-16044.VH,517.72217,783.75665,5.4481688,9.2612305
ADI-16040.VL  ADI-16040.VH,296.56519,210.51793,3.7247865,8.7045898
ADI-16041.VL  ADI-16041.VH,251.29015,359.62152,-0.36651212,6.9614258
ADI-16049.VL  ADI-16049.VH,475.42957,330.90176,1.6639466,7.7524414
ADI-16058.VL  ADI-16058.VH,350.21933,197.78304,3.6998537,8.7338867
ADI-24235.VL  ADI-24235.VH,292.62308,317.55014,3.7190332,8.1918945
ADI-24230.VL  ADI-24230.VH,442.19519,77.541435,-2.4236929,6.4174805
ADI-24215.VL  ADI-24215.VH,348.32648,407.89047,3.7780311,8.777832
ADI-24199.VL  ADI-24199.VH,625.48218,409.27155,3.5827866,8.9975586
ADI-24210.VL  ADI-24210.VH,309.34332,387.94168,4.4865046,9.2026367
ADI-24205.VL  ADI-24205.VH,576.98859,453.67801,1.9527856,7.8110352
ADI-24192.VL  ADI-24192.VH,258.38388,391.21021,2.6577342,8.3676758
ADI-24207.VL  ADI-24207.VH,715.08765,495.17429,0.10575239,7.6938477
ADI-24267.VL  ADI-24267.VH,588.35321,404.37668,0.4965952,7.8549805
ADI-24274.VL  ADI-24274.VH,467.77679,272.27591,5.1356812,8.7924805
ADI-24308.VL  ADI-24308.VH,662.95117,736.22687,-1.3816099,6.1000977
ADI-24333.VL  ADI-24333.VH,625.49109,245.75229,3.8234596,8.777832
ADI-24332.VL  ADI-24332.VH,441.5217,422.39548,-0.19032863,7.3569336
ADI-24355.VL  ADI-24355.VH,379.25006,75.388046,-4.3901114,4.6274414
ADI-24375.VL  ADI-24375.VH,469.13181,343.07187,2.0934215,8.1479492
ADI-37123.VL  ADI-37123.VH,495.50833,292.70184,9.037096,9.949707
ADI-54491.VL  ADI-54491.VH,731.22607,461.98511,4.4196253,8.5288086
ADI-45400.VL  ADI-45400.VH,569.67499,318.64172,2.3901522,7.9428711
ADI-45365.VL  ADI-45365.VH,475.11108,377.20612,-0.87379128,6.6977539
ADI-45366.VL  ADI-45366.VH,443.82837,400.99115,-1.1735117,7.034668
ADI-45476.VL  ADI-45476.VH,312.0329,241.91928,1.1242959,7.737793
ADI-45407.VL  ADI-45407.VH,484.86139,308.05557,3.6034586,8.6020508
ADI-45411.VL  ADI-45411.VH,484.0361,513.35712,-0.35898507,7.2543945
ADI-45461.VL  ADI-45461.VH,700.38251,519.43341,3.5200992,8.2504883
ADI-45459.VL  ADI-45459.VH,455.61685,386.02774,3.4821873,8.3969727
ADI-45469.VL  ADI-45469.VH,460.80151,270.24219,2.3540561,8.2944336
ADI-54492.VL  ADI-54492.VH,450.6926,527.71075,-0.81883073,6.3666992
ADI-54493.VL  ADI-54493.VH,552.81207,425.18729,-0.84360677,6.9614258
ADI-38499.VL  ADI-38499.VH,352.06494,286.61572,-1.6425227,5.465332
ADI-45384.VL  ADI-45384.VH,322.48431,168.14421,2.3222983,8.0307617
ADI-45463.VL  ADI-45463.VH,444.77985,268.31683,-1.2331998,5.2368164
ADI-47313.VL  ADI-47313.VH,225.55089,322.43866,5.7387733,9.4223633
ADI-45369.VL  ADI-45369.VH,655.89642,494.45865,3.1109779,8.2944336
ADI-46676.VL  ADI-46676.VH,470.80997,599.82104,-4.2406378,5.3256836
ADI-45376.VL  ADI-45376.VH,599.13501,469.75189,4.2164617,8.8510742
ADI-45439.VL  ADI-45439.VH,557.59607,400.27771,3.6067994,8.7485352
ADI-14449.VL  ADI-14449.VH,342.08798,555.76202,-4.4921236,5.0083008
ADI-14486.VL  ADI-14486.VH,504.9093,364.93265,4.6892476,8.5288086
ADI-14489.VL  ADI-14489.VH,417.25931,289.01233,5.7015343,9.0708008
ADI-14514.VL  ADI-14514.VH,401.62067,377.46634,4.1365438,8.6459961
ADI-14512.VL  ADI-14512.VH,384.66672,382.98355,1.2505995,7.7817383
ADI-14547.VL  ADI-14547.VH,203.00174,421.35339,-0.07514517,7.2836914
ADI-15581.VL  ADI-15581.VH,341.19943,323.54712,0.029284095,7.5473633
ADI-15588.VL  ADI-15588.VH,541.34015,556.41254,0.070672609,7.6352539
ADI-15596.VL  ADI-15596.VH,299.27417,567.43604,4.5201802,8.7338867
ADI-15620.VL  ADI-15620.VH,604.3418,460.82465,4.0038452,7.4155273
ADI-15651.VL  ADI-15651.VH,434.3414,374.76544,0.098607607,7.4155273
ADI-15661.VL  ADI-15661.VH,773.08167,491.94327,-3.3431463,5.3891602
ADI-15559.VL  ADI-15559.VH,596.74042,349.07797,-2.5284846,5.503418
ADI-15563.VL  ADI-15563.VH,359.46436,269.32187,0.39971444,8.1186523
ADI-18958.VL  ADI-18958.VH,135.1291,359.22122,3.7385633,8.0014648
ADI-18895.VL  ADI-18895.VH,515.1759,439.31229,4.7578225,9.144043
ADI-18901.VL  ADI-18901.VH,405.00305,243.26027,-1.2612741,6.5512695
ADI-18882.VL  ADI-18882.VH,440.17093,540.59619,-0.25657496,6.9907227
ADI-18891.VL  ADI-18891.VH,362.18237,664.49298,-0.24930355,7.0639648
ADI-18929.VL  ADI-18929.VH,225.81909,178.99588,3.1872725,8.2651367
ADI-18927.VL  ADI-18927.VH,262.92963,460.47443,4.6273227,8.9829102
ADI-18944.VL  ADI-18944.VH,401.04581,426.7085,6.1348095,9.4516602
ADI-18953.VL  ADI-18953.VH,350.98843,530.8913,-0.2744427,7.2397461
ADI-18985.VL  ADI-18985.VH,153.73705,225.63855,3.7596107,8.6020508
ADI-18972.VL  ADI-18972.VH,382.28577,349.62253,5.6782422,9.144043
ADI-18981.VL  ADI-18981.VH,372.23056,394.32175,-0.009157516,7.4155273
ADI-18971.VL  ADI-18971.VH,275.21402,470.56866,-2.6602502,5.5668945
ADI-18996.VL  ADI-18996.VH,445.08023,241.07169,1.8147135,8.1625977
ADI-15739.VL  ADI-15739.VH,318.87271,377.10287,4.633492,9.0268555
ADI-15740.VL  ADI-15740.VH,358.14691,156.37901,0.043593001,7.3862305
ADI-15969.VL  ADI-15969.VH,592.51019,451.08063,1.8095534,8.0307617
ADI-15955.VL  ADI-15955.VH,495.53824,406.51074,3.8008602,9.0415039
ADI-15923.VL  ADI-15923.VH,318.02371,355.10477,1.0398268,7.9868164
ADI-15934.VL  ADI-15934.VH,666.24597,469.7652,2.9314222,8.4555664
ADI-15930.VL  ADI-15930.VH,76.589355,377.93872,-1.0832082,6.4555664
ADI-15928.VL  ADI-15928.VH,537.0705,198.07188,3.7479498,8.6459961
ADI-16016.VL  ADI-16016.VH,787.87299,90.063805,0.10345524,7.5620117
ADI-15827.VL  ADI-15827.VH,201.5452,272.32376,0.063908368,7.6206055
ADI-16000.VL  ADI-16000.VH,326.0538,608.20654,4.3085585,8.8950195
ADI-15882.VL  ADI-15882.VH,384.36093,744.28522,-7.627264,4.690918
ADI-15881.VL  ADI-15881.VH,437.38519,484.09067,2.8829944,8.0307617
ADI-15910.VL  ADI-15910.VH,311.80554,123.82352,1.9591464,8.074707
ADI-16032.VL  ADI-16032.VH,432.53534,197.18503,1.8050523,8.1333008
ADI-16019.VL  ADI-16019.VH,371.28223,519.84998,-0.29595575,7.6938477
ADI-16038.VL  ADI-16038.VH,198.48715,366.2962,5.8088088,8.9975586
ADI-24224.VL  ADI-24224.VH,641.86462,557.33875,-1.9846879,5.1098633
ADI-24247.VL  ADI-24247.VH,419.37918,219.75061,5.3876834,8.9829102
ADI-24195.VL  ADI-24195.VH,336.83395,418.39914,5.5924559,8.8950195
ADI-24250.VL  ADI-24250.VH,273.0957,422.5047,-0.12555045,7.2397461
ADI-24214.VL  ADI-24214.VH,311.7688,491.38718,-1.1692481,5.8081055
ADI-24245.VL  ADI-24245.VH,447.80948,182.34439,5.5428271,9.1733398
ADI-24196.VL  ADI-24196.VH,706.26819,475.50934,6.0071149,9.378418
ADI-24201.VL  ADI-24201.VH,543.77246,440.92831,3.2505772,8.7924805
ADI-24261.VL  ADI-24261.VH,518.07117,488.48788,-1.2949405,6.3540039
ADI-24324.VL  ADI-24324.VH,594.02771,489.08548,2.949739,8.3237305
ADI-24317.VL  ADI-24317.VH,430.51703,227.2095,-1.3015075,6.4047852
ADI-24307.VL  ADI-24307.VH,599.89789,378.87506,-0.99827814,6.6391602
ADI-24364.VL  ADI-24364.VH,503.25031,498.66888,-4.257102,4.894043
ADI-24356.VL  ADI-24356.VH,333.28326,628.4068,-2.4300795,4.8178711
ADI-37122.VL  ADI-37122.VH,380.07822,632.77826,-2.5424592,7.0639648
ADI-45362.VL  ADI-45362.VH,468.44809,527.78448,5.4757037,9.0854492
ADI-46672.VL  ADI-46672.VH,485.03842,210.29568,3.8252239,8.7045898
ADI-54494.VL  ADI-54494.VH,372.92947,272.19336,1.2414955,7.7524414
ADI-47130.VL  ADI-47130.VH,337.99136,597.32574,-1.4111925,6.565918
ADI-47218.VL  ADI-47218.VH,397.62143,292.9046,2.3769815,8.0893555
ADI-45470.VL  ADI-45470.VH,532.31024,264.45126,-0.17405862,6.9614258
ADI-45396.VL  ADI-45396.VH,388.74017,323.16666,5.3598309,9.0561523
ADI-47318.VL  ADI-47318.VH,508.35022,515.0484,3.6003213,8.1625977
ADI-47086.VL  ADI-47086.VH,521.44055,436.70068,-1.2989407,6.3032227
ADI-45453.VL  ADI-45453.VH,280.85352,221.14868,-0.36519814,6.9467773
ADI-45395.VL  ADI-45395.VH,519.73083,538.03027,4.8051863,9.0415039
ADI-47116.VL  ADI-47116.VH,583.30139,399.01114,-0.26193121,6.7563477
ADI-46696.VL  ADI-46696.VH,243.7392,605.15277,-3.6875875,6.4555664
ADI-45451.VL  ADI-45451.VH,137.45134,380.20972,-3.6314399,4.8432617
ADI-45375.VL  ADI-45375.VH,242.2563,262.33185,-2.7531457,6.0874023
ADI-45444.VL  ADI-45444.VH,631.67017,608.23743,0.55067283,8.1333008
ADI-47270.VL  ADI-47270.VH,462.74191,677.97028,5.2859659,8.8657227
ADI-54495.VL  ADI-54495.VH,730.11322,526.39575,2.4137895,7.9135742
ADI-45373.VL  ADI-45373.VH,328.25259,281.8761,4.4439197,9.3344727
ADI-45443.VL  ADI-45443.VH,620.60333,133.09653,4.3973866,9.1000977
ADI-47151.VL  ADI-47151.VH,307.47443,694.84216,-3.6145647,5.8969727
ADI-15970.VL  ADI-15970.VH,281.67267,478.28458,0.3086786,7.7231445
ADI-24283.VL  ADI-24283.VH,573.05505,388.9017,8.3589544,9.4516602
ADI-45482.VL  ADI-45482.VH,424.82916,285.90634,4.167757,8.9829102
ADI-24338.VL  ADI-24338.VH,545.78339,603.57977,0.30308816,7.6645508
ADI-15737.VL  ADI-15737.VH,584.57172,378.94031,4.7148013,9.3637695
ADI-24241.VL  ADI-24241.VH,669.60724,413.3457,0.30243739,7.7231445
ADI-15592.VL  ADI-15592.VH,486.15805,680.23181,4.6023908,8.9243164
ADI-24204.VL  ADI-24204.VH,716.68341,380.80255,3.0544102,8.7631836
ADI-15932.VL  ADI-15932.VH,338.10846,352.58945,-0.10081594,6.4936523
ADI-24327.VL  ADI-24327.VH,544.51563,596.81897,1.2664194,7.5180664
ADI-15884.VL  ADI-15884.VH,772.65234,750.29303,-2.4633706,6.4174805
ADI-15997.VL  ADI-15997.VH,280.3089,426.6275,3.506917,8.777832
ADI-15810.VL  ADI-15810.VH,795.87823,421.44571,-0.045148168,7.7817383
ADI-14563.VL  ADI-14563.VH,495.41708,365.09232,4.4778361,9.012207
ADI-45416.VL  ADI-45416.VH,439.74509,496.272,3.1895549,8.2358398
ADI-15865.VL  ADI-15865.VH,462.74185,120.44151,3.1471992,8.5288086
ADI-16053.VL  ADI-16053.VH,299.06665,707.26868,-5.4325428,4.449707
ADI-24240.VL  ADI-24240.VH,563.10394,343.39395,4.1827474,8.4702148
ADI-15867.VL  ADI-15867.VH,333.29395,331.09479,2.4654284,8.3969727
ADI-15667.VL  ADI-15667.VH,267.82605,329.10583,0.10311713,7.6206055
ADI-45417.VL  ADI-45417.VH,646.97192,323.96771,4.8127537,8.4116211
ADI-15858.VL  ADI-15858.VH,494.11346,872.27698,-0.39152271,6.9321289
ADI-45418.VL  ADI-45418.VH,264.52444,314.91187,5.4309597,9.1000977
ADI-15889.VL  ADI-15889.VH,506.33203,402.18918,6.0934854,9.6860352
ADI-16060.VL  ADI-16060.VH,400.83957,261.96021,-0.088953391,7.5327148
ADI-15906.VL  ADI-15906.VH,397.22604,595.12506,-2.687294,5.3256836
ADI-16052.VL  ADI-16052.VH,582.10248,498.90625,5.3717709,9.5102539
ADI-18965.VL  ADI-18965.VH,276.9101,525.56763,4.5830088,8.4702148
ADI-15909.VL  ADI-15909.VH,610.87054,722.03766,-3.6033578,5.2495117
ADI-24226.VL  ADI-24226.VH,296.01364,216.06319,3.045073,8.206543
ADI-45423.VL  ADI-45423.VH,486.56778,277.29565,1.9316899,8.3823242
ADI-24325.VL  ADI-24325.VH,511.87878,212.10443,1.8947122,8.0307617
ADI-24266.VL  ADI-24266.VH,357.04764,358.87943,0.18020339,7.5473633
ADI-24213.VL  ADI-24213.VH,390.15396,537.66779,1.4417093,7.7963867
ADI-18957.VL  ADI-18957.VH,398.70352,60.613033,-2.4153323,5.2241211
ADI-15817.VL  ADI-15817.VH,257.51321,143.58171,3.7180111,8.7485352
ADI-14546.VL  ADI-14546.VH,541.91357,629.26141,4.0386839,8.1918945
ADI-45490.VL  ADI-45490.VH,604.31641,209.74319,7.9142904,9.3637695
ADI-15731.VL  ADI-15731.VH,449.68808,329.46777,7.5061407,9.378418
ADI-15971.VL  ADI-15971.VH,452.29025,202.01355,0.14948268,7.6791992
ADI-18978.VL  ADI-18978.VH,382.06915,238.07185,1.9474453,7.8256836
ADI-15985.VL  ADI-15985.VH,650.91504,215.62669,7.5561566,9.5981445
ADI-45424.VL  ADI-45424.VH,568.61835,399.93103,-0.68511164,6.0493164
ADI-15832.VL  ADI-15832.VH,670.82849,185.62804,7.2718425,9.1147461
ADI-15816.VL  ADI-15816.VH,739.72113,613.43341,3.0599635,8.6606445
ADI-24334.VL  ADI-24334.VH,636.35687,633.91486,2.2543235,7.9868164
ADI-45425.VL  ADI-45425.VH,357.19257,631.37848,4.6798773,8.9243164
ADI-16034.VL  ADI-16034.VH,671.49133,257.96124,7.6574593,9.3344727
ADI-15801.VL  ADI-15801.VH,529.91028,415.79395,4.566164,8.6020508
ADI-24231.VL  ADI-24231.VH,517.19586,544.44574,7.0961385,9.1000977
ADI-15734.VL  ADI-15734.VH,635.44446,379.47009,4.2215075,8.9829102
ADI-24233.VL  ADI-24233.VH,560.26825,418.33295,-0.39433548,6.8442383
ADI-24242.VL  ADI-24242.VH,576.66956,391.91699,-0.31138346,6.9174805
ADI-15983.VL  ADI-15983.VH,655.94708,260.08051,-0.029232183,7.371582
ADI-18969.VL  ADI-18969.VH,342.8092,310.43637,2.2321417,7.8842773
ADI-24209.VL  ADI-24209.VH,490.41339,510.48267,1.9549706,8.206543
