Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A,Alexa 488-A,Alexa 647-A
1666.0929,50.7831573,3133.72607,94.3660736,1949.00037,34.7971916,2303.07568,2555.11987,2623.97534,3530.09692,1190.53125,3891.64697,1210.93994,39.8755074,2319.58618,136.494629,2401.23267,182.306763,1962.45911,30.5294991,1867.99768,3928.51831,,,1310.49158,56.374073,1081.18054,64.9929047,2166.66455,15.1634216,2080.22583,32.6752663,846.385986,4792.57129
1774.8833,53.4534454,2989.99536,89.6692276,2531.00391,44.2028046,2541.49438,4731.76221,2008.98645,3265.40479,1784.47961,4393.69678,1665.91406,6.29425049,2149.9873,209.8918,3181.74365,232.362747,3091.01343,34.4395638,2263.90356,4248.98877,,,1394.64136,54.705143,1605.33191,87.3804092,2310.53833,30.195713,2256.89404,11.3725662,992.250427,5601.26318
1947.17651,44.465065,2872.62207,136.125092,2282.14258,56.0641289,2500.58179,3003.7522,2588.48657,3010.71411,2163.67236,5862.42676,1346.99341,13.1845474,1853.50183,111.556053,3373.56323,518.703491,2208.35205,41.9616699,1376.98645,3853.10645,,,1262.93896,64.5399094,1101.20776,54.4309616,2214.55103,32.055378,2405.29785,26.2022018,769.782043,4399.2998
1983.55908,62.8471375,2755.57031,76.0555267,2359.65259,67.9731369,2223.65845,2766.50195,2478.43262,3843.25977,2138.92456,2831.48291,1261.24622,19.4549561,1939.01062,107.109543,2960.43164,271.105774,1790.95264,9.19103622,2148.91431,3868.19849,,,1321.22046,83.3272934,1142.91907,65.6008759,2636.13452,31.6143036,2259.61206,5.8889389,867.056824,5267.54834
1831.30505,49.8056412,2616.96582,22.6020813,2315.4021,41.8663025,2571.66626,2746.12915,2294.42114,3762.72192,1492.75061,5138.63574,1360.61902,7.71284103,1763.48682,104.71344,3202.12842,363.659851,2544.02148,65.6485596,1845.18103,3952.38403,,,1261.80652,53.4534454,1181.91248,52.6309013,2544.84424,28.5506248,2283.53735,11.0864639,904.560059,4597.79492
1470.95923,66.6856766,2739.00024,81.4914703,2379.36963,34.5110893,2786.45752,2710.90259,2223.75391,3079.64087,1808.46448,4635.69141,1871.31165,20.968914,1634.38318,62.8232956,2602.77979,105.607513,2205.88452,60.3079796,2232.75415,4017.3291,,,1806.24719,182.259079,1235.354,52.5712967,2516.63916,22.5067139,2396.33325,24.831295,910.770874,5926.0249
1813.78125,24.0921974,2856.49292,61.1782074,2282.85791,39.2079353,2568.698,2991.28296,1907.02673,3088.59351,1956.04565,4865.27686,1139.76001,23.8895416,1902.59216,145.44725,2763.55737,347.924225,2058.79199,14.0428543,2092.51636,4144.14404,,,1120.38855,126.826767,1060.4978,65.2432404,2363.20508,26.5359879,2478.88574,26.0353088,1173.83008,4415.83398
1579.05823,55.2892685,2697.25317,38.2900238,2309.27466,54.3236732,2510.91724,3047.08472,2532.88745,3080.36816,1802.22986,5576.68213,1216.44739,34.5826149,2511.60864,145.483017,2926.8623,385.177124,2241.49219,37.8251076,2233.13574,2484.57202,,,1418.65015,60.8325005,1159.11963,48.8400459,1693.28455,39.5536423,2369.32031,25.9280205,931.632507,5294.82373
1495.56396,18.119812,2783.85889,175.178055,2434.19409,56.3263893,2039.44446,2669.70386,2368.04492,3537.18994,1497.62634,3115.72559,1458.50183,53.2150269,2222.74072,79.9655914,2755.15308,321.221344,2396.1543,16.2482262,2175.66479,4006.71948,,,1321.75684,47.8863716,1019.03674,58.0906868,2445.12549,13.6733055,2246.71362,16.450882,997.555237,5549.22803
1812.89917,66.2922821,2575.05176,63.9557838,2302.80151,65.8631287,2560.54395,3063.8457,1792.81238,3585.15967,1838.21912,5500.63867,1312.74463,14.2812729,1688.65918,164.866455,2950.75171,381.767761,2263.53418,26.8936157,1003.94489,3543.73462,,,1312.74463,82.7789307,1209.104,63.3955002,2517.79565,15.0561333,2559.16113,18.1078911,886.654846,4845.51172
1924.94397,96.7144928,2563.63159,117.349625,2381.0625,51.2361526,2991.04443,2861.35669,1718.60461,2574.53906,1798.09326,5117.79785,1311.01611,26.845932,1748.62146,131.499771,2933.29956,324.225433,1911.87854,24.1756439,1986.86121,3682.54175,,,1262.78406,54.4071198,1789.12878,73.5759735,2183.10352,24.1279602,2524.62622,30.4937363,1063.82373,6484.47266
1548.33789,53.2388687,2553.23657,105.786324,2337.72998,53.2269478,2706.32495,2822.37524,1749.02673,112.61702,1937.46094,4924.81006,1933.10974,14.7223473,1821.56567,152.182587,2525.29395,216.329102,2570.68872,22.5901604,2179.16968,3746.4856,,,1471.26917,77.1045685,1106.33374,67.5439835,2706.96875,19.0258026,2531.92188,29.2062759,904.583923,5453.13379
1905.83472,14.5792961,2716.04053,83.4703445,2365.05273,46.6942787,2388.2627,2855.6228,2078.44971,3224.52783,1981.74719,5113.8877,1412.66589,28.181076,1705.33655,108.575821,2926.12305,351.297852,2069.9978,27.6207924,1266.7417,4285.56201,,,1305.50867,80.9311829,1210.22461,47.9578972,2236.8313,19.299984,2602.61304,28.0737877,878.298279,5242.34766
1666.73657,58.4244728,3374.38574,51.6295433,2258.69409,33.8435173,2706.53955,2564.9668,1669.29956,3017.33008,1586.35376,4460.00098,1083.57666,18.8589096,1733.3269,128.579132,2714.58618,375.890747,2142.34595,21.8987465,2034.18726,2869.54639,,,1262.72437,85.270401,1112.30615,64.0034637,2315.84302,31.2924385,2512.24048,16.7012215,1116.23999,6251.99072
1788.66382,15.4733658,2922.82104,81.741806,2488.46997,46.4320183,1767.92139,2945.22046,2434.46826,3037.98926,2095.86621,5523.95605,1498.67529,36.1919403,1202.76208,158.083435,3216.79126,238.990784,2239.33447,48.2559204,2136.67163,3689.46802,,,1446.17554,59.0085983,1046.13306,65.743927,2192.74756,19.5264816,2259.01611,18.1674957,871.252991,5181.67041
1356.20837,53.858757,2997.48193,74.8515167,2328.69385,92.0295715,2719.62891,2269.97144,2885.30591,2483.65405,1621.0437,4701.76953,1318.52625,10.5381012,1646.28027,148.80896,3221.6311,162.92334,3036.46338,47.4095345,1971.41174,1882.41003,,,1163.22046,100.588799,1167.57153,63.0021095,2324.43799,15.6879425,2415.25171,27.9784203,934.255127,5618.82275
1524.47229,55.2892685,2885.55615,19.466877,2707.87476,52.7143478,2601.49243,2508.7356,2678.23926,3598.53516,1984.85852,6168.74707,1189.64905,31.3639641,1758.09863,180.81665,2886.93896,220.000748,2275.27612,39.6251678,2391.45752,3823.37573,,,1288.0802,75.0780106,1201.24817,61.5239143,2040.25513,11.2891197,2381.02686,19.8245049,973.641846,6280.41016
1372.11084,54.1806221,2830.24316,72.2289124,2310.76489,59.068203,2395.15308,2936.55396,2103.22144,3535.64014,1733.56531,1258.36133,1495.73083,17.5237656,1942.88489,78.53508,3116.29761,176.870819,2317.57153,34.4276428,1807.40356,3840.97095,,,1484.68018,78.0701599,969.314575,60.57024,2251.38672,9.31024551,2370.07129,32.2341919,390.303131,694.716003
1393.60425,42.0928001,2564.15601,33.5097313,2511.13184,70.2857971,2476.85913,2881.57471,2547.62183,3881.70483,1776.95752,5820.0957,1177.64478,45.7882881,1657.60522,116.908554,3083.20532,51.6891479,2050.82886,69.3082809,1968.44336,3909.83813,,,1443.87488,76.2462616,1193.46375,71.5613403,2410.42383,24.4379044,2509.45093,28.8128853,832.867615,5993.98633
2380.99097,72.8726349,2404.57056,55.3131104,2275.25244,43.5590744,2569.66357,2813.04126,2395.15308,3240.9668,1620.51917,4432.18945,1417.2196,26.7982483,2171.29004,204.217438,2417.71948,105.082993,2165.23413,35.6912613,2032.30383,3879.57104,,,1401.51978,60.7967377,1227.25964,69.7493591,2216.31519,28.1453133,2447.43823,20.3132629,944.924377,6080.03125
1828.87317,33.0448151,2914.09497,65.6366348,2357.79297,99.6112823,2510.29736,2714.59814,2533.18555,4367.26807,1491.09363,4222.09521,1352.85852,30.1718712,1827.44263,98.3953476,2607.50049,132.870667,2749.08545,57.9714775,2403.09229,3357.69653,,,1273.90625,99.6351242,1054.63269,67.615509,2172.80396,26.7267227,2292.89526,12.5527382,869.619873,4802.77539
1518.69055,44.6081161,2620.97119,77.6052475,2619.63599,48.3155251,2982.58057,2913.16504,2437.29346,3220.65356,3458.79785,16571.8555,1320.40979,9.47713852,1725.07764,106.501579,3336.98999,490.951538,2150.77393,46.8969345,1966.97717,3261.10132,,,1476.78857,67.1863556,1138.56787,70.1069794,2263.64136,29.5042992,2325.55859,29.2539597,922.608398,5872.72656
1334.22607,26.2737274,2790.43921,85.0558319,2241.95728,138.449677,2352.03516,2549.86279,2347.60034,3684.83057,1898.5033,4400.0625,1800.1676,22.3398209,1769.87646,169.384476,2774.73926,181.698792,2034.62842,35.1071358,2304.27979,3870.7019,,,1325.2616,76.6873322,989.556335,44.6438789,2200.74658,32.8063965,2160.93066,23.0312347,1200.0918,4007.42285
1855.39722,62.75177,2616.67969,31.4593315,2764.96411,65.2313232,2637.61279,2750.55176,2418.13672,3857.74365,1863.86108,5506.25342,1277.49438,8.08238983,1855.99329,145.769119,3283.05957,179.290771,2380.40674,18.1078911,1887.53601,3986.33472,,,1220.98926,136.613846,1123.03491,52.9289246,2077.198,9.23871994,2246.83276,9.69171524,867.617126,5546.37891
1813.11365,14.0428543,2710.43774,58.90131,2117.21655,24.3782997,2370.70313,2704.81104,2141.84521,3501.02197,1916.42041,5697.39355,1403.78479,20.968914,2375.42383,99.3013382,3116.57202,152.96936,2120.38745,53.1554222,1994.41907,4435.13379,,,1431.81091,84.8293304,1111.85315,73.3613968,2455.05566,14.1739845,2560.22217,39.4940376,852.525208,5838.13184
1748.14465,36.3469124,2711.28418,79.2384186,2316.03394,65.8631287,2360.92798,2353.34644,2374.32715,3206.24121,1812.12427,5033.09961,1505.61328,14.0547752,2521.52686,208.759308,3398.41846,314.700592,1859.06885,21.9225883,1833.65344,3402.93652,,,1335.88318,96.6191254,1207.84045,63.931942,2384.85327,20.468235,2445.60254,18.7158585,990.152344,5927.44336
2080.76245,46.7896461,3031.58765,79.8583069,2372.1814,92.3633575,2282.32153,2628.48145,2516.10278,3715.43164,1526.58228,4356.32471,1374.68579,12.8507614,1342.77344,118.374825,2862.20313,293.993958,2114.80859,48.7089157,2116.87085,3511.01172,,,1379.19189,81.4676285,1168.70398,61.249733,2244.4248,20.980835,2202.71338,21.8272209,1026.55884,5482.67383
2048.6355,49.2811203,3090.16699,69.0817871,2141.09424,51.4984131,2679.87256,3397.85815,2331.76953,2941.34619,2052.0686,4689.84863,1193.27307,16.9277191,2131.30713,148.022171,3349.06567,249.052048,2327.323,46.4200974,2126.62231,2798.58105,,,1300.35876,70.6672668,1215.21948,67.6989594,2327.35864,11.8732452,2442.16919,12.7911568,1350.40283,5256.09277
1606.30945,25.5465508,3082.34692,99.3609467,2345.94336,45.8955765,2660.85864,2790.43921,2847.64771,3480.27954,1997.88806,4623.36523,1500.73767,15.5687332,1772.61829,138.676163,2403.54541,257.551666,2593.42188,41.5086746,1859.03308,4432.63037,,,1377.96399,103.521347,1204.84827,108.69503,2463.1499,12.588501,2089.17847,18.5728073,842.237488,5984.58057
1449.58496,35.6912613,2570.4502,98.323822,2427.54224,67.3770905,2561.87915,2608.58545,2454.97217,2558.55322,1666.73657,5862.02148,1273.10754,38.8264656,1851.36792,180.971619,3152.85913,404.286377,2174.3894,27.4777412,2027.39233,3844.79761,,,1329.08826,98.3715057,1257.44348,54.1806221,2506.69727,27.2989273,2177.82251,30.1599503,1115.39368,5780.91162
1589.16711,5.05447388,2889.38281,77.009201,2385.42554,66.3399658,2433.78882,3099.93018,2561.59302,4010.83228,1649.72546,2329.11108,2088.96387,11.920929,1676.72632,113.689896,3102.7793,245.773788,2693.53394,44.8226929,1977.5033,3556.48999,,,1668.72742,76.5204468,1101.66077,50.342083,2343.13013,27.4777412,2426.01636,27.7161598,830.781433,4398.44141
1919.7583,34.0104103,2778.07715,73.1229782,2859.47314,75.1256943,2720.48706,2861.46411,2584.7793,3851.33032,2129.37598,5208.92139,1227.55762,41.4729118,2037.02454,90.8136368,2556.27637,143.170349,1813.55481,12.755394,2149.03345,4383.96924,,,1254.85657,87.0227814,1285.04041,69.4394073,2525.98535,24.8551369,2259.19482,10.7645988,991.046448,5198.63379
1652.43152,48.7565994,2923.72705,65.0286713,2343.47583,43.618679,2309.09595,3344.70264,2526.4978,3178.71582,1945.30493,1587.77234,1448.96509,20.8735466,1743.11401,147.652618,2946.59131,142.87233,2512.55029,25.4631042,2798.78369,3695.89331,,,1299.09521,118.649002,1113.24792,82.2424927,2292.16821,28.6459923,413.513184,6.75916672,1174.67639,2941.06006
1672.02954,43.0345535,2821.76733,78.4873962,2485.04883,75.9840012,2545.03491,3010.22534,2330.94702,3796.29126,1371.22864,3478.93237,1461.10059,25.331974,2461.58838,59.6284866,2867.12646,295.746338,2280.97437,12.4812126,2118.22998,4358.55371,,,1267.7074,60.4152679,1259.13623,61.416626,2640.39038,31.5070152,2322.41162,25.7730484,887.894653,6479.04883
1731.87256,59.9384308,2865.88672,109.827515,2366.00635,68.116188,2723.95605,2689.39722,2317.8457,3836.90601,1340.19849,4662.99072,1213.50293,20.1821327,1670.93274,163.66243,3144.37158,136.685364,2194.75024,41.8782234,1252.40088,4080.23584,,,1588.86914,104.379654,1170.01538,61.4404678,2428.35278,14.4004822,2353.33447,33.1163406,1016.22345,5852.05566
1581.59729,21.6245651,2563.10693,96.3568726,2600.52686,38.9695168,2314.28149,2714.24048,2520.53735,3954.9231,1779.80664,4581.0459,1400.43494,15.3779984,1648.49756,150.585175,2679.24072,134.479996,2371.87158,49.6268272,2118.59937,3705.93066,,,1298.37988,60.8205795,614.845764,42.9272652,2128.20776,15.3660774,2496.9458,49.7341156,954.699524,5573.61865
1907.11023,45.132637,2505.5647,105.190277,2625.47729,47.0280647,2667.67749,2910.94775,2256.54834,3219.4375,1617.56274,3894.51978,1349.24646,33.7004662,1628.08899,168.025497,3114.15186,93.0070877,2148.29443,39.5417213,1655.44751,3601.09814,,,1272.6665,101.280212,1006.88934,56.7436218,2175.79614,25.6538391,2510.47607,31.4712524,1027.09534,5491.6499
1520.76477,52.3686409,2821.6958,54.5978546,2597.78491,76.6634979,2578.84253,3079.54541,2476.84717,3260.01636,693.237793,243.616104,1388.83594,16.617775,1693.68982,129.60434,2241.15845,247.800354,2366.98389,66.5664673,2004.56384,4344.9043,,,1324.57019,68.7837601,1031.00537,63.0140305,2453.94702,41.0199165,2191.98462,21.2788582,930.893433,6050.07422
1685.17822,9.65595245,3073.69238,46.7538834,2389.52637,56.7793846,2605.08057,2974.83203,2552.24707,362.253174,2094.78149,4906.9165,1346.46887,29.3135643,1937.68738,193.750854,2913.63013,199.663635,2363.93213,16.8204308,2175.33105,3865.64722,,,1334.33337,77.6171722,1096.65393,57.554245,2106.20166,8.24928284,2624.97656,27.2989273,992.572327,6084.46582
1296.4248,39.1244888,2868.00854,65.7081604,2178.88354,59.4139099,2650.60669,2742.57666,2726.30444,3832.94824,1715.00439,5287.31348,1351.16577,26.9055367,1788.84265,178.468231,2501.1062,94.1753387,2610.6001,25.9757042,1525.03247,2972.31665,,,1260.57861,104.808807,1108.81323,76.0793686,2007.97314,34.8925591,2170.43164,22.1729279,1050.43652,5419.6001
1478.94617,17.6787376,2120.56641,57.5304031,2794.22998,51.1884689,2476.3584,3449.86914,2101.56445,3358.55493,1867.22278,5286.646,1362.38342,20.0152397,1704.81201,130.653381,3096.87842,203.835968,2242.32666,53.8229942,2212.26221,3736.3291,,,1068.91394,85.234642,1065.24231,72.8845596,2709.68677,19.4430351,2170.38403,11.2175941,929.665588,3277.11108
1560.52112,32.7587128,,,2713.65649,58.9728355,2324.84351,3055.35791,2574.59888,3139.77002,1912.49854,5193.30518,1401.24561,6.86645508,1811.40894,84.6862793,2784.50244,160.551071,2380.70483,28.8128853,2156.38867,3563.98828,,,1263.3562,85.1392746,1043.57007,94.8190689,2260.39893,34.6541405,2624.78589,15.5925751,1019.76392,6532.77637
1971.22095,10.2758408,,,2471.41113,55.3607941,2446.52026,2791.2854,1673.28125,3050.2915,1397.25208,3731.98975,1443.08801,33.056736,1597.17798,98.3357391,2873.37305,291.550171,1907.37244,30.5652618,2055.13232,3098.33276,,,1365.45898,100.386139,1242.50647,158.429138,2655.01733,17.5356865,2499.66382,13.256073,980.758667,5480.69482
1789.73669,52.0467758,,,2253.75879,57.4350357,2475.40479,2722.50171,2262.93799,4062.44995,1802.57556,5119.41895,1437.46143,42.2120094,2053.68994,131.559372,3271.28174,240.075592,1955.66418,28.014183,2092.06348,3682.8042,,,1271.27173,73.2183456,1157.31958,86.0691071,2399.25391,28.4433365,2308.40454,13.7090683,1082.32495,5141.83057
1971.87659,64.6829605,,,2737.80811,60.8921051,2837.01416,2797.5918,2486.34814,3552.34155,1880.84839,4314.66113,1278.40039,33.6766243,2028.58447,142.657761,3250.90894,185.561188,1759.66028,30.5771828,1820.5166,3783.27368,,,1295.55469,98.156929,1128.59009,76.4250793,2651.65576,16.7608261,2224.77905,8.30888748,838.875793,4762.24414
1508.3313,22.6855278,,,2708.62573,56.0879707,2495.12207,2757.79956,2166.56934,2967.27417,1672.24402,5655.20508,1248.90808,41.7113304,2004.49231,220.453735,3116.8938,168.907639,2070.27197,32.0196152,1657.30713,2899.53955,,,1422.40527,91.1712646,1168.0603,48.8638878,2298.27173,24.2352486,2279.8418,10.7169151,952.947144,4851.79443
1408.80347,46.4558601,,,2119.20728,58.8774681,2232.94507,2947.95044,2060.61597,2946.15039,1663.14844,4699.61182,1444.88806,24.6167183,2106.48779,134.718414,2451.7417,154.840942,2256.4292,33.2593918,2152.93164,2112.17407,,,1385.54578,112.986565,1183.5575,49.5314598,2329.98145,7.36713409,2385.7832,12.5050545,1058.19702,6405.09131
1801.80078,43.2372093,,,2087.73608,35.2978706,2695.21484,2353.02441,2450.83569,3026.86694,1526.58228,4470.03857,1402.96216,6.18696213,2108.06128,85.8306885,3723.53784,295.984741,42029.0938,86.605545,2010.09509,3136.61108,,,1327.18091,79.1907349,1070.88086,39.3748283,2291.73901,50.9023666,2405.39307,10.6811523,1160.41895,5610.39453
1667.16577,49.4599342,,,2788.81787,63.1213188,2404.11768,3260.45752,2552.9624,4382.20508,1901.05444,4482.13818,1478.30249,28.8009644,1834.26147,94.8667526,2784.12109,182.175629,2096.16431,23.0431557,2021.13391,2888.45313,,,1258.9574,78.5708466,1093.328,64.1941986,2437.28149,10.7884407,1971.79321,7.78436661,1216.59045,5332.79199
1832.23486,25.9995461,,,2428.29321,32.9971313,2611.02905,2847.92188,2410.59058,3431.79712,1703.8584,2634.4895,1373.94666,22.8762627,2022.57629,112.61702,2763.27124,287.270538,2177.44116,32.5679779,2082.72925,3848.62427,,,1312.25586,83.7683716,1235.91418,80.4781952,2223.16992,35.2144241,2748.2749,11.3964081,942.063354,5172.12158
1555.34741,15.103817,,,2449.01172,44.0001488,2641.51099,2974.60547,2499.42529,3460.44312,1908.08777,5470.19238,1380.43164,37.0740891,1739.58545,154.066086,2792.17969,228.261948,2151.71582,20.9093094,1786.95923,552.368164,,,1278.59119,37.7774239,1098.10828,41.7947769,2290.47534,31.7335129,2292.65698,16.5581703,976.371765,5956.8999
1537.776,16.3316727,,,2274.94238,24.5094299,2337.93262,2621.448,2419.07837,3494.94214,1601.06421,5387.71143,1298.78516,8.79764557,1812.02893,182.902817,2980.06543,232.720367,2272.20068,28.35989,2244.8064,3726.54199,,,1240.78992,79.0596008,1212.97839,101.566315,2173.14966,35.5601311,2549.68408,16.9992447,985.002502,4019.93994
1638.55554,42.6769257,,,2353.98999,66.745285,2643.84741,2709.82983,2448.95215,2990.61548,1867.13928,4884.39795,1349.74719,11.3487244,2111.43506,118.029114,3056.57397,108.69503,2191.94897,61.6669655,1981.6875,3533.87598,,,1298.88062,112.259384,1119.95935,28.3122063,2287.00635,25.2842903,2153.49194,18.0125237,999.462585,4314.19629
1953.43494,26.2260437,,,2402.48438,48.4228134,2379.97778,3254.28247,2816.74854,3727.54346,1588.57104,4701.0542,1304.63843,6.90221786,1975.73901,140.857697,2766.7998,195.121765,2255.83325,29.5639038,1379.71643,259.566315,,,1310.40808,105.750565,1069.70068,66.8406525,2468.09717,5.01871109,2487.20654,10.3473663,915.360474,6134.85596
1851.83289,47.6360321,,,2427.24414,43.7855721,2374.39868,2668.03491,2146.89966,3502.46436,1790.89307,3844.33276,1304.44763,22.2921371,2307.78467,179.564957,3208.68481,186.610229,2935.40967,19.7768211,2286.23145,3655.82715,,,1210.58228,131.726257,1149.35632,55.5515289,2380.58569,22.7689743,2234.29199,18.3701515,1088.35693,4876.87598
1440.01245,75.4833221,,,2365.2793,61.4762306,2582.59766,3050.375,2438.17578,2617.26367,2236.46167,5497.53906,1302.19458,27.9664993,1822.38818,86.5221024,2595.15039,193.953522,2144.93286,36.5495682,1979.27954,365.149963,,,1592.83875,99.6351242,1101.42236,50.6162643,2168.34546,5.66244125,2217.73389,12.755394,870.215881,5115.03223
1885.21143,55.7422638,,,2432.15552,61.6788864,2645.77856,2508.21118,2600.5625,3199.95874,1388.80017,3128.27832,1615.95349,14.5673752,1542.12708,69.8447266,3185.99951,139.212616,1888.94275,34.4395638,1695.07263,3992.33105,,,1215.05261,77.545639,1293.48035,76.0316849,2005.52942,31.3282013,2095.1748,18.3582306,949.549683,4517.06641
1929.96265,56.7555428,,,2826.14233,81.9683075,2715.77832,2920.43677,2537.41748,3136.56323,1972.8064,5356.91992,1195.83606,22.2682953,1762.2948,205.683716,2904.28394,95.8323517,2144.05054,27.0009041,2045.3811,3455.54346,,,1294.73206,95.4151154,1175.89233,42.4981117,2427.6853,27.8115273,2472.87744,7.1644783,1006.69861,5400.52637
1519.93042,19.9556351,,,2587.66406,60.1530075,2857.07715,2501.03467,2339.05322,3257.76343,1629.73401,3523.65967,1720.9292,11.1222267,1475.72754,700.235352,3145.51587,199.735168,2160.73999,24.5094299,1982.0332,3919.7207,,,1262.27136,55.0508499,1088.91724,63.1809235,2192.05615,4.70876694,2094.51904,18.286705,1155.24536,4692.39941
1770.91357,36.072731,,,2291.25024,54.037571,2962.93506,2873.52808,1978.46887,4007.94751,1789.05725,4879.6416,2085.54272,63.7173653,1726.69885,73.2541046,3128.05176,277.018555,2159.47632,22.315979,2107.08374,3061.67603,,,1347.86365,81.7894897,1312.44653,75.209137,2076.24438,29.9692154,2150.01099,26.845932,988.697998,5739.90332
1430.26111,33.2713127,,,2705.04956,60.8325005,2716.33862,2385.12744,2482.81958,3700.76904,1987.06384,5372.64355,1230.2041,41.7590141,1660.21582,150.668625,3169.69165,152.158737,2484.36938,19.5622444,1945.3645,3519.04639,,,1302.14697,73.4090805,1140.14148,67.9373779,2214.30054,51.7129898,2510.03516,33.2832336,901.532166,4834.29443
1529.4552,49.507618,,,2501.70239,13.3514404,2439.36768,2459.53809,2507.99658,3421.90259,1699.85291,4477.0835,1585.17358,29.0036201,1672.73279,128.662582,3129.42261,205.183029,1950.83618,31.0897827,2228.36743,4300.15332,,,1270.47302,77.4860382,881.373901,73.3256378,2617.90747,6.58035278,2339.94727,21.9345093,1069.67688,6178.86768
1395.70239,24.7836113,,,2322.53076,49.4003296,2612.49536,2668.9292,2419.78174,2853.89429,1799.33313,5009.854,1381.64758,20.5159187,1815.16406,167.751312,3214.01367,153.446198,1792.12097,33.8554382,1898.76563,3381.28809,,,1573.90833,90.7063446,1239.65735,46.4439392,2054.27417,6.711483,2335.25049,26.0949135,1052.42725,5316.73438
1909.05334,35.5482101,,,2230.15552,35.9773636,1860.55896,2943.53955,1911.31836,3963.41089,2095.46094,961.995117,1304.79333,30.1361084,1993.66809,896.680359,3216.55273,206.422806,2071.2019,23.9729881,2115.10669,3790.96265,,,1229.84644,82.3378601,1083.79126,62.6206398,2323.25781,15.7237053,1643.28809,38.766861,999.498352,5315.27979
2138.04248,51.8321991,,,2356.60083,46.2532043,2623.30762,2802.90845,2706.27734,3827.1665,2006.65002,5077.80322,1327.78882,22.7570534,2932.83472,80.5139542,2984.23779,183.892242,2393.8894,36.4780426,2109.71826,3978.99146,,,1593.08911,104.475021,1187.13379,79.6437225,2539.5752,18.3463097,2137.69678,22.1967697,807.750244,5211.91357
1595.98584,46.9088554,,,2572.92993,79.4410706,2570.93896,5014.92041,2207.50562,2718.03149,2003.86047,5383.98047,1251.20874,5.24520874,1888.28711,252.056122,2735.45972,234.031677,2501.29688,23.2100487,1666.49817,2767.06226,,,1331.43665,106.072426,1116.85986,89.097023,2198.875,18.5132027,2420.68774,33.7719917,1004.37402,6246.74561
1887.07117,21.1715698,,,2639.92554,45.979023,2516.11475,2760.52954,2442.44336,3360.15234,1745.27173,6665.70654,1164.44824,11.241436,2034.15161,153.291229,2990.98486,103.819366,1823.40149,17.118454,2082.15723,3169.44116,,,1333.11743,100.374222,1312.63733,52.7620316,2737.9751,19.299984,2830.37427,25.331974,827.276733,4915.33301
1750.42151,5.55515289,,,2311.3252,65.612793,2726.11377,2593.7439,2168.8938,3879.45166,1509.6665,4316.07959,1745.677,17.0350075,1705.39612,158.762939,55.8376312,13.2799149,1961.94653,29.7665596,1669.31152,3069.55566,,,1504.1709,82.4332275,1090.12122,90.6109772,2170.47925,24.4379044,2817.08252,23.5199928,1103.05542,4404.65234
1958.95435,17.5833702,,,2271.06812,63.0736351,2658.23608,2672.70801,2276.15845,3091.16846,1692.46191,4807.23389,1880.08545,7.11679459,1904.42798,179.862976,2881.20508,232.851501,2322.93604,25.5823135,1980.63855,3827.3811,,,1320.50513,73.9932098,1159.83484,84.9723816,2236.28271,41.5325165,2328.28857,4.31537628,1112.97363,5493.73633
1655.07788,20.4563141,,,2104.34204,48.3632088,2443.57593,2782.63086,2201.6167,2997.69629,1364.31458,5460.47705,1356.72095,15.3541565,1487.91077,134.944916,2954.23267,497.591492,1973.35486,30.4460526,2097.46362,3612.84009,,,1530.05127,91.4812088,1203.16748,83.565712,2676.06982,17.6906586,2475.30933,22.7570534,1210.82068,5257.54688
2228.43896,44.5365906,,,2596.85522,61.8338585,2553.35571,2908.31323,2355.6709,3221.34497,1583.11133,4513.94336,1458.8833,11.920929,1803.4458,93.3647156,3023.55298,250.339508,2219.2478,47.659874,2184.65332,3802.94312,,,1343.44104,95.3912735,1066.86353,63.9796257,2150.18994,30.0765038,2275.95557,21.0285187,767.040283,5130.57715
1440.77539,26.8101692,,,2551.09082,95.3435898,2038.10925,2181.7207,2034.28271,3111.4458,1811.9574,4439.0083,1560.53308,6.36577606,1611.59033,124.180313,2537.90625,248.21759,2265.90625,26.0829926,1713.00171,3306.42456,,,1307.71399,81.5391541,1020.87262,57.0416451,2398.39551,22.0417976,2261.9248,6.54459,902.223572,6211.53125
1985.06116,36.0250473,,,3038.21558,61.8100166,2367.69922,2697.42017,2436.55444,3512.14404,1704.10876,4783.71387,1316.35669,15.9978867,1659.85828,170.290466,3068.68555,203.049179,2463.6626,21.3384628,2096.78418,3553.47388,,,1623.26099,89.8957214,1212.26306,49.841404,2286.57715,26.4167786,2350.8667,52.8931618,1011.97955,5718.7915
